0;1
0;4
0;7
0;9
0;10
0;11
0;12
0;17
0;19
0;21
0;25
0;26
0;27
0;28
0;30
0;32
0;34
0;35
0;37
0;39
0;40
0;45
0;46
0;48
0;49
1;0
1;2
1;3
1;4
1;6
1;7
1;9
1;11
1;12
1;17
1;19
1;21
1;25
1;26
1;27
1;28
1;29
1;30
1;32
1;34
1;35
1;37
1;39
1;40
1;45
1;46
1;47
1;49
2;1
2;3
2;4
2;6
2;7
2;8
2;9
2;11
2;12
2;22
2;29
2;30
2;34
2;35
2;37
2;38
2;40
2;41
2;42
2;45
2;47
2;49
3;1
3;2
3;6
3;8
3;9
3;11
3;12
3;29
3;30
3;34
3;37
3;38
3;41
3;42
3;45
3;47
4;0
4;1
4;2
4;7
4;9
4;11
4;12
4;17
4;19
4;21
4;25
4;26
4;27
4;28
4;29
4;30
4;32
4;34
4;35
4;37
4;39
4;40
4;45
4;46
4;48
4;49
5;10
5;15
5;16
5;18
5;19
5;20
5;21
5;23
5;31
5;44
5;48
6;1
6;2
6;3
6;8
6;11
6;12
6;29
6;30
6;34
6;38
6;41
6;42
6;45
6;47
7;0
7;1
7;2
7;4
7;9
7;11
7;12
7;17
7;19
7;21
7;25
7;26
7;27
7;28
7;29
7;30
7;32
7;34
7;35
7;37
7;39
7;40
7;45
7;46
7;48
7;49
8;2
8;3
8;6
8;13
8;29
8;38
8;41
8;42
8;47
9;0
9;1
9;2
9;3
9;4
9;7
9;11
9;12
9;17
9;19
9;25
9;27
9;28
9;29
9;30
9;32
9;34
9;35
9;37
9;39
9;40
9;45
9;46
9;47
9;49
10;0
10;5
10;16
10;17
10;18
10;19
10;20
10;27
10;28
10;31
10;32
10;33
10;36
10;39
10;46
10;48
11;0
11;1
11;2
11;3
11;4
11;6
11;7
11;9
11;12
11;17
11;19
11;24
11;25
11;26
11;29
11;30
11;34
11;37
11;39
11;40
11;45
11;46
11;47
11;49
12;0
12;1
12;2
12;3
12;4
12;6
12;7
12;9
12;11
12;25
12;29
12;30
12;34
12;35
12;37
12;39
12;40
12;45
12;46
12;47
12;49
13;8
13;22
13;38
13;42
14;33
14;36
15;5
15;16
15;18
15;31
15;33
16;5
16;10
16;15
16;17
16;19
16;21
16;28
16;31
16;33
16;36
16;48
17;0
17;1
17;4
17;7
17;9
17;10
17;11
17;16
17;19
17;21
17;25
17;26
17;27
17;28
17;30
17;31
17;32
17;34
17;35
17;37
17;39
17;40
17;45
17;46
17;48
17;49
18;5
18;10
18;15
18;20
18;31
18;33
19;0
19;1
19;4
19;5
19;7
19;9
19;10
19;11
19;16
19;17
19;20
19;21
19;23
19;25
19;26
19;27
19;28
19;30
19;31
19;32
19;34
19;35
19;37
19;39
19;40
19;45
19;46
19;48
19;49
20;5
20;10
20;18
20;19
20;27
20;28
20;31
20;32
20;33
20;39
20;46
20;48
21;0
21;1
21;4
21;5
21;7
21;16
21;17
21;19
21;23
21;25
21;26
21;27
21;28
21;31
21;34
21;39
21;40
21;43
21;44
21;45
21;46
21;48
21;49
22;2
22;13
22;38
22;41
22;42
22;47
23;5
23;19
23;21
23;26
23;31
23;43
23;44
24;11
24;25
24;29
24;30
25;0
25;1
25;4
25;7
25;9
25;11
25;12
25;17
25;19
25;21
25;24
25;26
25;27
25;28
25;29
25;30
25;32
25;34
25;37
25;39
25;40
25;45
25;46
25;48
25;49
26;0
26;1
26;4
26;7
26;11
26;17
26;19
26;21
26;23
26;25
26;27
26;30
26;34
26;39
26;40
26;43
26;44
26;45
26;46
26;49
27;0
27;1
27;4
27;7
27;9
27;10
27;17
27;19
27;20
27;21
27;25
27;26
27;28
27;31
27;32
27;33
27;34
27;35
27;36
27;37
27;39
27;40
27;46
27;48
27;49
28;0
28;1
28;4
28;7
28;9
28;10
28;16
28;17
28;19
28;20
28;21
28;25
28;27
28;31
28;32
28;33
28;34
28;35
28;36
28;37
28;39
28;40
28;46
28;48
28;49
29;1
29;2
29;3
29;4
29;6
29;7
29;8
29;9
29;11
29;12
29;24
29;25
29;30
29;34
29;37
29;41
29;45
29;46
29;47
29;49
30;0
30;1
30;2
30;3
30;4
30;6
30;7
30;9
30;11
30;12
30;17
30;19
30;24
30;25
30;26
30;29
30;34
30;37
30;39
30;40
30;45
30;46
30;47
30;49
31;5
31;10
31;15
31;16
31;17
31;18
31;19
31;20
31;21
31;23
31;27
31;28
31;33
31;36
31;48
32;0
32;1
32;4
32;7
32;9
32;10
32;17
32;19
32;20
32;25
32;27
32;28
32;33
32;34
32;35
32;36
32;37
32;39
32;46
32;48
32;49
33;10
33;14
33;15
33;16
33;18
33;20
33;27
33;28
33;31
33;32
33;36
33;48
34;0
34;1
34;2
34;3
34;4
34;6
34;7
34;9
34;11
34;12
34;17
34;19
34;21
34;25
34;26
34;27
34;28
34;29
34;30
34;32
34;35
34;37
34;39
34;40
34;45
34;46
34;47
34;48
34;49
35;0
35;1
35;2
35;4
